nombre foto,nombre negocio,link,giro,ubicacion_google_maps,mapa_html,coordenadas,membresia_negocio,pago
acaso,Acaso Homes,https://www.acasohomes.com/es/,Hospedaje,https://maps.app.goo.gl/HBBAfCkHSp3uJoMS9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d235.72169211887893!2d-98.19841214443596!3d19.03966977791668!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc155d145e183%3A0x3aeb512687f579a6!2sACASO%20HOMES!5e0!3m2!1ses!2smx!4v1782161133006!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.039485505391777, -98.19849597590213",gran,transferencia
alto,Barrio del Alto,https://www.facebook.com/profile.php?id=100064926900530,Tours,https://maps.app.goo.gl/CgpiK6VkQKWNXr566,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.4318464820485!2d-98.18831379999999!3d19.0447415!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0fad57f058f%3A0x26133e65d7e9b94d!2zTWVyY2FkbyBkZSBDb21pZGEgeSBNw7pzaWNhIFTDrXBpY2Eg4oCcRWwgQWx0b-KAnQ!5e0!3m2!1ses!2smx!4v1782161196432!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.044858021720934, -98.18852944084522",pequeña,efectivo
amparo,Museo Amparo,https://museoamparo.com,Museo,https://maps.app.goo.gl/25HLVRWXDKyZ9Gzx9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.518524452161!2d-98.19844529999999!3d19.040926499999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e80ee17c7d%3A0x81b13f9dfc55a353!2sMuseo%20Amparo!5e0!3m2!1ses!2smx!4v1782161224398!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.040827439820088, -98.1987260459252",mediana,transferencia
angeles,Galería Los Ángeles,https://www.instagram.com/galerialosangeles_/,Arte,https://maps.app.goo.gl/4isxqFfNk1oRY5oV9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7543.011240754732!2d-98.1952405!3d19.0414945!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e89c024243%3A0xef29fdb6fe0fe3cc!2zR2FsZXLDrWEgTG9zIMOBbmdlbGVzIMKu!5e0!3m2!1ses!2smx!4v1782161235683!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.041488948426792, -98.19523887498804",pequeña,transferencia
arboterra,ArboTerra,https://arboterra.com.mx,Tours,https://maps.app.goo.gl/ZmFJJQKnb7FcvNGg6,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.8822599414098!2d-98.18812679999999!3d19.0249092!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc08df746002b%3A0x7b87ad0594ed26d!2sArboterra!5e0!3m2!1ses!2smx!4v1782161270327!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.02490404080601, -98.18812042285882",gran,transferencia
attico,ÁTTICO 303,https://attico-303.com,Alimentos y Bebidas,https://maps.app.goo.gl/8wqzpPTB2WUGenKB9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.459827165052!2d-98.20183328839582!3d19.0435100529157!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e655555555%3A0x92ea39a17b48eb8!2s%C3%81ttico%20303!5e0!3m2!1ses!2smx!4v1784058423315!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""strict-origin-when-cross-origin""></iframe>","19.0435011789684, -98.19924800455429",pequeña,transferencia
bakery,Bakery café,https://www.facebook.com/Bakerycafepuebla/?locale=es_LA,Alimentos y Bebidas,https://maps.app.goo.gl/ZBekAULMrMffrpa78,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5299106272296!2d-98.1967583!3d19.040425300000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc6dbb38d1989%3A0xd0a64b2c509f4e8c!2sBakery%20Cafe%20y%20El%20Olivo%20Pizza%20y%20Huerto!5e0!3m2!1ses!2smx!4v1782161283090!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.0404552015222, -98.19673276795794",pequeña,transferencia
banyan,Banyan Tree,https://www.banyantree.com/es/mexico/puebla,Hotel,https://maps.app.goo.gl/9MDzv1SLkoDFHi236,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.41654716364!2d-98.191817!3d19.0454148!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e4da4bf447%3A0x37cc61d3d16b1075!2sBanyan%20Tree%20Puebla!5e0!3m2!1ses!2smx!4v1782161293717!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.045410689569742, -98.18927784165982",mediana,transferencia
bere,La Berenjena,https://www.laberenjenapizza.com,Alimentos y Bebidas,https://maps.app.goo.gl/1LE5ZRqvvF7i2onu7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5008176041783!2d-98.19535479999999!3d19.0417059!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e62025929b%3A0x5e282038a17a9422!2sLA%20BERENJENA%20CENTRO!5e0!3m2!1ses!2smx!4v1782161307016!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04173710707178, -98.1953460428179",pequeña,transferencia
cartesiano,Cartesiano,http://www.cartesiano360.com/?partner=13037&utm_source=google&utm_medium=organic&utm_campaign=MyBusiness,Hotel,https://maps.app.goo.gl/sVrcFTNB3w36h2xH9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5148100249594!2d-98.194239!3d19.041090000000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e8b2ec9753%3A0x71f8c58bf7fc4c36!2sCartesiano%20-%20Boutique%20%26%20Wellness%20Hotel!5e0!3m2!1ses!2smx!4v1782161319338!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.041742813470627, -98.19533732310953",gran,transferencia 
celias,Celia´s Café,https://www.celiascafe.com,Alimentos y Bebidas,https://maps.app.goo.gl/ZUDqbhVFRjPZR8Ty8,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.523892710721!2d-98.19530990000001!3d19.0406902!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc62754d41acd%3A0x6518c51c3ea1f9da!2sCelias%20Caf%C3%A9!5e0!3m2!1ses!2smx!4v1782161332209!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04067750480034, -98.1953092328771",pequeña,efectivo
ciex,CIEX,https://www.ciex.edu.mx,Educación,https://maps.app.goo.gl/zNouoAgBTi4oSdue8,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.391669037331!2d-98.2087782!3d19.0465096!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0dbe791a0dd%3A0x9226171e6df2900b!2sCIEX%20Centro%20de%20Idiomas%20Extranjeros%20%22Ignacio%20Manuel%20Altamirano%22!5e0!3m2!1ses!2smx!4v1782161343304!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04637707975345, -98.20628645190531",pequeña,transferencia
colecturia,La Colecturía,https://lacolecturia.com,Alimentos y Bebidas,https://maps.app.goo.gl/pkpzGWcpoP8fFTf87,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.517722501976!2d-98.2026308!3d19.040961799999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0c32c47a6f3%3A0xad01929a027068cc!2sLa%20Colectur%C3%ADa!5e0!3m2!1ses!2smx!4v1782161353600!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04095821990904, -98.20265445517077",mediana,transferencia
colonial,Hotel Colonial,https://www.colonial.com.mx,Hotel,https://maps.app.goo.gl/Sp1xWLQ5yGSZKLHbA,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15086.068154739862!2d-98.2129305!3d19.0409919!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e63a13e4ff%3A0xf8b98b985018b14f!2sHotel%20Colonial%20De%20Puebla!5e0!3m2!1ses!2smx!4v1782161366374!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.042411985499438, -98.19600222775583",gran,efectivo
comal,Comal,https://www.instagram.com/comalcocinalocal/,Alimentos y Bebidas,https://maps.app.goo.gl/bVdev1FrfBav2Wf59,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.464956486603!2d-98.199384!3d19.043284300000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e789eff76d%3A0x28f2e25eee593072!2sComal!5e0!3m2!1ses!2smx!4v1782161378404!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.0432785750617, -98.19937379872728",mediana,transferencia
comex,COMEX,https://www.comex.com.mx,Materiales,https://maps.app.goo.gl/bLXj3ViAWVcmfUAZ6,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.423800373429!2d-98.1975525!3d19.0450956!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc127b16ed781%3A0x5727fc4bec23a7be!2sTienda%20Comex!5e0!3m2!1ses!2smx!4v1782161387636!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",,gran,efectivo
cosme,Cosme Tortas,https://menu.fu.do/cosmetortas,Alimentos y Bebidas,https://maps.app.goo.gl/iJoaUtfQk1476t3G7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.400804205326!2d-98.19426159999999!3d19.0461076!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc161fedb4d21%3A0x5923a37db5e007ae!2sCosme%20Tortas!5e0!3m2!1ses!2smx!4v1782161406391!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04612723123849, -98.19424953348903",gran,transferencia
destilado,Destilado Urbano,https://destiladourbano.com,Alimentos y Bebidas,https://maps.app.goo.gl/yuNNReqNioBenMQa7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5071470759694!2d-98.1953174!3d19.0414273!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc116ccf23acf%3A0x8052bc670a201944!2sDestilado%20Urbano!5e0!3m2!1ses!2smx!4v1782161416385!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.041431085259585, -98.19532746169472",pequeña,transferencia
escala,Hotel Escala,https://www.hotelesescala.com/escala-puebla-centro,Hotel,https://maps.app.goo.gl/j1pGidP6z4x5cUdd7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.5844589423427!2d-98.1954827!3d19.038024!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc15b83307181%3A0x6990922e9f145894!2sHotel%20Escala%20Puebla%20Centro!5e0!3m2!1ses!2smx!4v1782161427207!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.038025867535463, -98.19292462324813",gran,transferencia
fonda,La Fonda de Santa Clara,https://fondadesantaclara.com,Alimentos y Bebidas,https://maps.app.goo.gl/AgK4nBFry9ZVcmRU9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.4335052213523!2d-98.20134949999999!3d19.0446685!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0ddae2e07c7%3A0x9d2f451f7d9b9e02!2sFonda%20de%20Santa%20Clara!5e0!3m2!1ses!2smx!4v1782161435879!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.044762781537944, -98.20126876867474",gran,transferencia
furlong,Casona Furlong,https://www.instagram.com/casonafurlong,Museo,https://maps.app.goo.gl/7JieG5XV9Xq1Lgaw8,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d235.71249596540065!2d-98.19425109404085!3d19.0461458307469!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0e6a1e9451f%3A0xffc59187c784e8fe!2sAv.%208%20Ote.%20217-Loc%20B%2C%20Centro%20hist%C3%B3rico%20de%20Puebla%2C%2072000%20Heroica%20Puebla%20de%20Zaragoza%2C%20Pue.!5e0!3m2!1ses!2smx!4v1784061961092!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""strict-origin-when-cross-origin""></iframe>","19.046122695455082, -98.1942450590708",pequeña,transferencia
galeria16,Galería 16,https://www.instagram.com/galeria_16_art/,Arte,https://maps.app.goo.gl/TkAZ3F2WsPwdpf7H6,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5036415683317!2d-98.20015719999999!3d19.0415816!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc19c48be4409%3A0x6567ed828d247d02!2sGaler%C3%ADa%2016%20%2F%20Gallery%2016%20%E2%80%93%20Contemporary%20Art!5e0!3m2!1ses!2smx!4v1782161446975!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04162140859965, -98.20022838796993",pequeña,transferencia 
guaye,Guayé Mezcalería Experimental,https://www.instagram.com/guaye.mx/,Alimentos y Bebidas,https://maps.app.goo.gl/KHf5pLJj7W4GW3az7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d235.7202660163929!2d-98.19916708027536!3d19.04067419708547!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc119b3c52c5f%3A0xe3d0e05ce3077c0c!2sGuay%C3%A9%20%7C%20Mezcaler%C3%ADa%20Experimental!5e0!3m2!1ses!2smx!4v1784229382276!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""strict-origin-when-cross-origin""></iframe>","19.040708742695024, -98.19893339282451",pequeña,transferencia 
gusto,IL GUSTO,https://www.facebook.com/ilgustogiustomx,Alimentos y Bebidas,https://maps.app.goo.gl/4UQuzp3iLgfFSetr6,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d120688.10649753104!2d-98.2751442!3d19.0415954!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc1005d6e08e9%3A0x6dbdbbeb770d5c23!2sIl%20gusto%20giusto%20Centro%20Hist%C3%B3rico!5e0!3m2!1ses!2smx!4v1782161463633!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.041592064056786, -98.20025247345808",pequeña,transferencia
ibp,Fundación Espinoza Rugarcia IBP,https://www.fundacionesru.org/es/index.php,Educación,https://maps.app.goo.gl/VdWHkScP6duoWRNo7,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.4647588153907!2d-98.192894!3d19.043293!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc12b3809202f%3A0x6b0ace31afce0eca!2sESRU%20FUNDACI%C3%93N%20ESPINOSA%20RUGARCIA!5e0!3m2!1ses!2smx!4v1782161485033!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.04331631306882, -98.19296929651561",pequeña,efectivo
laluz,Talavera de La Luz,https://www.talaveradelaluz.com,Arte,https://maps.app.goo.gl/9GYUwwCcoyDxgsEh9,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3771.5468280602845!2d-98.18952680000001!3d19.039680600000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x85cfc0efc6174b1d%3A0xddad5384c3b82a36!2sTALAVERA%20DE%20LA%20LUZ!5e0!3m2!1ses!2smx!4v1782161496672!5m2!1ses!2smx"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","19.039672975671035, -98.18952814453868",gran,transferencia
